364,0.7,"Ideal","F","SI1",61.6,55,2806,5.72,5.74,3.53
365,0.71,"Very Good","F","VS1",62.2,58,2807,5.66,5.72,3.54
366,0.71,"Very Good","F","VS1",60,57,2807,5.84,5.9,3.52
367,0.93,"Premium","J","SI2",61.9,57,2807,6.21,6.19,3.84
368,0.8,"Very Good","H","VS2",62.8,57,2808,5.87,5.91,3.7
369,0.7,"Very Good","F","VS1",62,57,2808,5.64,5.71,3.52
370,1,"Fair","G","I1",66.4,59,2808,6.16,6.09,4.07
371,0.75,"Very Good","G","VS2",63.4,56,2808,5.78,5.74,3.65
372,0.58,"Ideal","E","VVS2",60.9,56,2808,5.41,5.43,3.3
373,0.73,"Very Good","D","SI1",63.1,57,2808,5.74,5.7,3.61
374,0.81,"Very Good","F","SI1",63.1,59,2809,5.85,5.79,3.67
375,0.81,"Premium","D","SI2",59.2,57,2809,6.15,6.05,3.61
376,0.71,"Premium","F","SI1",60.7,54,2809,5.84,5.8,3.53
377,1.2,"Fair","F","I1",64.6,56,2809,6.73,6.66,4.33
378,0.7,"Very Good","F","VS1",61.8,56,2810,5.63,5.7,3.5
379,0.7,"Very Good","F","VS1",59.9,60,2810,5.77,5.84,3.48
380,0.74,"Ideal","D","SI2",61.7,55,2810,5.81,5.85,3.6
381,0.7,"Good","F","VS1",62.8,61,2810,5.57,5.61,3.51
382,0.8,"Good","G","SI1",62.7,57,2810,5.84,5.93,3.69
383,0.75,"Very Good","F","SI1",63.4,58,2811,5.72,5.76,3.64
384,0.83,"Very Good","D","SI1",63.5,54,2811,5.98,5.95,3.79
385,1,"Fair","J","VS2",65.7,59,2811,6.14,6.07,4.01
386,0.99,"Fair","I","SI2",68.1,56,2811,6.21,6.06,4.18
387,0.7,"Very Good","G","VS1",63,60,2812,5.57,5.64,3.53
388,0.7,"Very Good","F","VS2",59.5,58,2812,5.75,5.85,3.45
389,0.7,"Good","E","SI1",63.5,59,2812,5.49,5.53,3.5
390,0.7,"Very Good","F","VS2",61.7,58,2812,5.63,5.69,3.49
391,0.32,"Premium","I","SI1",62.7,58,554,4.37,4.34,2.73
392,0.32,"Premium","I","SI1",62.8,58,554,4.39,4.34,2.74
393,0.32,"Ideal","I","SI1",62.4,57,554,4.37,4.35,2.72
394,0.32,"Premium","I","SI1",61,59,554,4.39,4.36,2.67
395,0.32,"Very Good","I","SI1",63.1,56,554,4.39,4.36,2.76
396,0.32,"Ideal","I","SI1",60.7,57,554,4.47,4.42,2.7
397,0.3,"Premium","H","SI1",60.9,59,554,4.31,4.29,2.62
398,0.3,"Premium","H","SI1",60.1,55,554,4.41,4.38,2.64
399,0.3,"Premium","H","SI1",62.9,58,554,4.28,4.24,2.68
4473,0.98,"Fair","F","SI1",61.8,66,3622,6.38,6.27,3.91
4474,0.7,"Very Good","E","IF",63.4,58,3622,5.64,5.59,3.56
4475,1.1,"Ideal","F","I1",61.3,56.9,3623,6.62,6.68,4.08
4476,0.92,"Premium","H","SI1",62.4,58,3624,6.19,6.22,3.87
4477,0.94,"Very Good","H","SI2",62.7,61,3624,6.21,6.24,3.9
4478,0.9,"Very Good","F","SI1",63.1,58,3624,6.09,6.15,3.86
4479,0.81,"Ideal","F","VS2",61.9,55,3624,6,5.95,3.7
4480,0.81,"Ideal","F","VS2",61.8,55,3624,5.96,5.92,3.67
4481,0.75,"Ideal","D","VS2",61.7,55,3625,5.82,5.85,3.6
4482,0.92,"Very Good","F","SI2",59.9,60,3625,6.26,6.29,3.76
4483,0.61,"Ideal","D","VVS1",62.3,54,3625,5.4,5.45,3.38
4484,0.9,"Premium","E","SI1",60.7,61,3625,6.19,6.17,3.75
4485,0.83,"Premium","E","VS2",61.3,59,3625,6.08,6.02,3.71
4486,0.83,"Ideal","E","VS2",61.8,57,3625,6.04,6.03,3.73
4487,0.9,"Good","E","SI1",60.8,65,3625,6.31,6.18,3.8
4488,0.71,"Very Good","F","VVS1",62.7,58,3626,5.67,5.72,3.57
4489,1.01,"Good","G","SI2",63.6,58,3626,6.31,6.37,4.03
4490,1.01,"Good","G","SI2",63.7,58,3626,6.31,6.35,4.03
4491,0.9,"Good","H","SI2",64.5,58,3627,6,5.96,3.86
4492,0.79,"Premium","E","VS2",62.1,59,3628,5.9,5.86,3.65
4493,1,"Ideal","I","SI2",58.8,55,3629,6.53,6.46,3.82
4494,1,"Ideal","I","SI2",58.8,55,3629,6.53,6.46,3.82
4495,0.9,"Ideal","I","VS2",61.5,58,3629,6.19,6.23,3.82
4496,0.72,"Ideal","D","VS1",62.5,55,3629,5.71,5.74,3.58
4497,0.9,"Fair","G","SI1",64.5,57,3629,6.07,6.03,3.9
4498,0.9,"Ideal","H","SI1",62.8,57,3629,6.16,6.14,3.86
4499,0.9,"Premium","H","SI1",60,56,3629,6.33,6.27,3.78
4500,0.9,"Premium","H","SI1",61.9,58,3629,6.2,6.15,3.82
4501,0.9,"Premium","H","VS2",60,59,3629,6.23,6.16,3.72
4502,1.08,"Ideal","H","SI2",62,57,3629,6.65,6.55,4.06
4503,0.9,"Premium","F","SI2",58.4,62,3629,6.37,6.34,3.71
4504,0.9,"Very Good","F","SI2",60.3,63,3630,6.28,6.21,3.77
4505,0.8,"Ideal","E","SI1",61.7,56,3630,5.99,6.04,3.71
4506,1,"Fair","G","SI1",67.7,57,3631,6,6.15,4.11
4507,0.91,"Very Good","E","SI2",62.5,59,3632,6.16,6.23,3.87
4508,0.9,"Very Good","D","SI2",59.8,53,3632,6.2,6.25,3.72
4509,0.91,"Good","E","SI2",64.3,57,3632,6,6.04,3.87
4510,0.74,"Ideal","E","VVS2",61.9,57,3633,5.79,5.81,3.59
4511,1.02,"Good","F","SI2",59.6,64,3633,6.58,6.55,3.91
4512,1.06,"Fair","G","SI2",65.3,62,3633,6.33,6.25,4.11
4513,1.02,"Fair","F","SI2",66.6,58,3633,6.21,6.14,4.11
4514,1.02,"Good","F","SI2",64.2,61,3633,6.3,6.21,4.02
4515,0.94,"Very Good","D","SI2",62,57,3634,6.28,6.34,3.91
4516,1,"Premium","D","SI2",62,60,3634,6.38,6.3,3.93
4517,1,"Fair","D","SI2",65.2,56,3634,6.27,6.21,4.07
4518,1,"Good","D","SI2",64,59,3634,6.29,6.24,4.01
4519,1,"Fair","G","SI1",43,59,3634,6.32,6.27,3.97
4520,1,"Premium","G","SI1",60.1,61,3634,6.44,6.4,3.86
4521,1,"Premium","G","SI1",60.1,61,3634,6.44,6.4,3.86
4522,1.03,"Premium","J","SI2",62.8,58,3634,6.48,6.41,4.05
4523,1,"Good","D","SI2",63.9,56,3634,6.32,6.27,4.02
4524,1.03,"Ideal","F","I1",61,56,3634,6.58,6.52,3.99
4525,1.03,"Ideal","H","SI2",60.8,56,3634,6.56,6.47,3.96
4526,0.91,"Ideal","H","SI1",62.4,57,3635,6.18,6.23,3.87
4527,0.74,"Ideal","G","VS1",61.2,56,3635,5.83,5.86,3.58
4528,0.74,"Ideal","G","VS1",60.9,55,3635,5.84,5.91,3.58
4529,1.12,"Ideal","J","VS2",62.9,57,3638,6.55,6.52,4.11
4530,0.91,"Very Good","E","SI2",60.3,59,3638,6.28,6.25,3.78
4531,1.02,"Good","J","SI2",62.2,61,3639,6.41,6.48,4.01
4532,0.91,"Premium","E","SI2",61.1,59,3639,6.24,6.2,3.8
4533,0.91,"Premium","E","SI2",62.8,61,3639,6.09,6.07,3.82
4534,1.14,"Good","I","SI1",63.9,58,3639,6.64,6.6,4.23
4535,1,"Premium","F","SI2",59.8,58,3640,6.53,6.48,3.89
4536,0.76,"Very Good","F","VVS2",62.9,58,3640,5.76,5.85,3.65
4537,1.03,"Very Good","J","SI2",63.1,57,3640,6.41,6.43,4.05
4538,1,"Fair","H","SI2",65.1,58,3640,6.27,6.15,4.05
4539,1,"Premium","H","SI2",59.1,62,3640,6.5,6.47,3.83
4540,1,"Good","H","SI2",64.1,61,3640,6.36,6.27,4.05
4541,1,"Premium","H","SI2",59.6,62,3640,6.52,6.41,3.85
4542,1,"Good","I","SI1",57.6,61,3640,6.56,6.52,3.77
4543,1,"Good","H","SI2",63.8,55,3640,6.28,6.24,4
4544,1,"Very Good","I","SI1",63.3,54,3640,6.39,6.34,4.03
4545,1,"Premium","J","VS1",59.7,62,3640,6.52,6.46,3.87
4546,1,"Premium","G","SI2",63,56,3640,6.37,6.33,4
4547,1,"Good","H","SI2",63.8,57,3640,6.32,6.28,4.02
4548,0.82,"Very Good","E","VS2",62.6,60,3641,5.91,5.97,3.72
4549,0.85,"Ideal","F","VS2",62.4,57,3641,6.13,6.01,3.79
4550,0.71,"Premium","G","IF",62,58,3642,5.67,5.72,3.53
4551,0.91,"Ideal","F","SI2",62.7,57,3642,6.16,6.21,3.88
4552,0.9,"Very Good","J","VS1",62.4,57,3643,6.13,6.18,3.84
4553,0.9,"Very Good","D","SI2",58.8,59,3643,6.24,6.28,3.68
4554,0.77,"Very Good","D","VS1",62.4,58,3643,5.82,5.87,3.65
4555,0.81,"Very Good","E","SI1",61.9,60,3643,5.87,5.95,3.66
4556,0.9,"Very Good","H","SI1",63,58,3643,6.13,6.18,3.88
4557,1.16,"Premium","D","I1",61.8,59,3644,6.74,6.78,4.18
4558,0.9,"Good","I","VS1",63.3,59,3644,6.06,6.1,3.85
4559,0.9,"Ideal","H","SI1",61.5,57,3644,6.17,6.23,3.81
4560,0.9,"Very Good","I","VS1",62.2,58,3644,6.13,6.18,3.83
4561,0.93,"Very Good","G","SI2",60.8,62,3644,6.29,6.34,3.84
4562,0.7,"Ideal","F","VVS2",61.7,58,3644,5.66,5.71,3.51
4563,0.91,"Premium","E","SI2",61,58,3644,6.31,6.27,3.84
4564,0.91,"Premium","F","SI1",62.7,59,3644,6.23,6.18,3.89
4565,0.77,"Premium","D","VS1",62.1,57,3644,5.85,5.8,3.62
4566,1.16,"Good","G","SI2",63.7,57,3644,6.59,6.56,4.19
4567,1,"Good","G","SI2",61.4,61,3646,6.32,6.35,3.89
4568,0.93,"Premium","H","SI1",62.8,58,3646,6.24,6.21,3.91
4569,0.77,"Ideal","F","VS1",61.2,56,3647,5.9,5.93,3.62
4570,0.8,"Ideal","E","VS2",62.2,57,3648,5.95,5.98,3.71
4571,0.76,"Ideal","H","VVS1",61.9,54,3648,5.87,5.9,3.64
4572,0.76,"Ideal","F","VS2",61.9,57,3648,5.83,5.86,3.62
4573,0.76,"Ideal","G","VS1",61.3,54,3648,5.88,5.94,3.62
6999,1,"Premium","F","SI2",62.9,59,4155,6.39,6.3,3.99
7000,1,"Premium","F","SI2",62.6,58,4155,6.37,6.31,3.97
7001,1,"Premium","F","SI2",62.8,57,4155,6.44,6.37,4.02
7002,1,"Good","I","VS2",59.7,64,4155,6.51,6.45,3.87
7003,1,"Good","D","SI1",57.6,62,4155,6.62,6.5,3.78
7004,1.06,"Premium","D","SI2",60.9,60,4155,6.55,6.52,3.98
7005,1,"Premium","F","SI2",62.4,61,4155,6.34,6.32,3.95
7006,1,"Premium","F","SI2",59.4,62,4155,6.4,6.37,3.79
7007,1.06,"Premium","I","SI1",62.9,60,4155,6.47,6.43,4.06
7008,0.9,"Good","H","VS2",61.5,61,4156,6.15,6.24,3.81
7009,0.9,"Very Good","H","VS2",62.2,58,4157,6.11,6.18,3.82
7010,0.74,"Ideal","F","VVS2",61.7,57,4157,5.79,5.84,3.59
7011,0.9,"Ideal","I","VS2",62,53,4157,6.17,6.23,3.85
7012,1.1,"Ideal","J","SI2",60.9,56,4157,6.68,6.72,4.08
7013,1.16,"Premium","H","SI2",58.8,61,4157,6.93,6.84,4.05
7014,0.9,"Premium","F","SI1",61.2,59,4158,6.19,6.16,3.78
7015,0.9,"Very Good","F","SI1",63.2,56,4158,6.16,6.09,3.87
7016,0.92,"Good","D","SI1",63.6,57,4158,6.09,6.14,3.89
7017,0.92,"Good","D","SI1",63.1,58,4158,6.11,6.16,3.87
7018,1,"Good","F","SI1",63.7,58,4158,6.29,6.34,4.02
7019,1.05,"Very Good","H","SI2",63,59,4158,6.44,6.48,4.07
7020,1.1,"Ideal","I","SI2",62.8,57,4158,6.63,6.56,4.14
7021,1.12,"Premium","G","SI2",61.2,58,4158,6.69,6.67,4.09
7022,1.04,"Premium","G","SI2",60.3,62,4158,6.56,6.5,3.94
7023,1.36,"Fair","J","SI2",67.8,55,4158,6.73,6.66,4.54
7024,1.12,"Good","G","SI2",56.7,62,4158,6.91,6.86,3.9
7025,0.9,"Premium","E","SI1",62.9,58,4158,6.16,6.11,3.86
7026,0.9,"Premium","F","SI1",63,60,4158,6.13,6.09,3.85
7027,0.9,"Premium","F","SI1",59.9,59,4158,6.29,6.26,3.76
7028,1.12,"Ideal","G","SI2",62.8,54,4158,6.7,6.64,4.19
7029,0.83,"Ideal","D","SI1",61.9,56,4159,6.01,6.04,3.73
7030,1.02,"Good","G","SI2",59.9,58,4159,6.48,6.55,3.9
7031,0.94,"Premium","G","SI1",61.3,61,4159,6.33,6.27,3.86
7032,1.03,"Premium","G","SI2",59.3,58,4160,6.58,6.63,3.92
7033,0.91,"Ideal","E","SI2",61.8,56,4160,6.19,6.27,3.85
7034,1.32,"Premium","J","SI2",61.2,59,4160,7.08,7.04,4.32
7035,0.9,"Very Good","I","VVS1",63.5,58,4161,6.06,6.09,3.86
7036,0.9,"Ideal","G","SI1",62.1,56,4161,6.16,6.2,3.84
7037,0.9,"Ideal","G","SI1",61.9,55,4161,6.18,6.23,3.84
7038,0.59,"Ideal","D","IF",60.7,58,4161,5.45,5.49,3.32
7039,1.02,"Very Good","F","SI2",63,58,4162,6.38,6.44,4.04
7040,1.02,"Very Good","F","SI2",60.4,60,4162,6.49,6.53,3.93
7041,1.02,"Ideal","F","SI2",62.1,56,4162,6.41,6.44,3.99
7042,1.02,"Very Good","F","SI2",59.9,62,4162,6.5,6.53,3.9
7043,1.06,"Very Good","G","SI2",61.1,62,4162,6.55,6.61,4.02
7044,1.02,"Very Good","F","SI2",62,59,4162,6.33,6.42,3.95
7045,1.02,"Very Good","F","SI2",60.2,61,4162,6.48,6.52,3.91
7046,1.02,"Good","F","SI2",63.8,53,4162,6.37,6.46,4.09
7047,1.02,"Premium","F","SI2",59.9,59,4162,6.56,6.59,3.94
7048,1.03,"Ideal","I","SI2",62.3,59,4162,6.39,6.45,4
7049,0.93,"Very Good","G","SI2",62.9,56,4163,6.2,6.23,3.91
7050,1,"Fair","G","SI1",63.1,59,4163,6.32,6.27,3.97
7051,0.33,"Ideal","E","SI1",62.5,55,579,4.42,4.45,2.77
7052,0.33,"Ideal","I","VVS2",62.4,56,579,4.41,4.43,2.76
7053,0.33,"Premium","G","VS2",61.4,60,579,4.41,4.45,2.72
7054,0.33,"Ideal","H","VS1",62,55,579,4.44,4.46,2.76
7055,0.33,"Ideal","H","VS1",61.7,54,579,4.45,4.47,2.75
7056,0.33,"Very Good","E","SI1",62.7,56,579,4.39,4.45,2.77
7057,0.33,"Premium","G","VS2",61.9,59,579,4.4,4.46,2.74
7058,0.33,"Ideal","E","SI1",62.4,56,579,4.41,4.43,2.76
7059,0.33,"Very Good","E","SI1",60.7,57,579,4.43,4.47,2.7
7060,0.33,"Premium","I","VVS2",61,58,579,4.42,4.46,2.71
7061,0.33,"Very Good","G","VS2",60.9,56,579,4.46,4.5,2.73
7062,0.33,"Premium","I","VVS2",61,59,579,4.41,4.44,2.7
7063,0.33,"Very Good","G","VS2",62,58,579,4.42,4.45,2.75
7064,0.33,"Ideal","I","VVS2",62.7,54,579,4.42,4.45,2.78
7065,0.33,"Very Good","G","VS2",59.3,61,579,4.49,4.51,2.67
7066,0.33,"Good","I","VVS2",63.7,56,579,4.36,4.4,2.79
7067,0.33,"Ideal","H","VS1",61.8,56,579,4.41,4.46,2.74
7068,0.33,"Premium","G","VS2",62.6,58,579,4.41,4.44,2.77
7069,0.33,"Premium","I","VVS2",61.4,58,579,4.45,4.48,2.74
7070,0.33,"Very Good","E","SI1",59.1,58,579,4.51,4.56,2.68
7071,0.33,"Very Good","G","VS2",60.8,62,579,4.42,4.46,2.7
7072,0.33,"Ideal","I","VVS2",62.4,57,579,4.41,4.44,2.76
7073,0.33,"Ideal","G","VS2",62.5,57,579,4.39,4.41,2.75
7074,0.33,"Very Good","G","VS2",61.1,59,579,4.43,4.47,2.72
7075,0.33,"Premium","G","VS2",60.8,58,579,4.45,4.47,2.71
7076,0.33,"Very Good","H","VS1",60,61,579,4.48,4.52,2.7
7077,0.33,"Premium","E","SI1",62.2,59,579,4.41,4.43,2.75
7078,0.33,"Premium","H","VS1",61.9,58,579,4.43,4.45,2.75
7079,0.33,"Premium","H","VS1",62.1,59,579,4.43,4.46,2.76
7080,0.33,"Ideal","G","VS2",61.6,55,579,4.43,4.46,2.74
7081,1.05,"Ideal","I","SI2",60.9,57,4163,6.55,6.62,4.01
7082,1,"Ideal","H","SI2",62.5,54,4163,6.32,6.38,3.97
7083,1.04,"Premium","E","SI2",61.6,59,4164,6.55,6.57,4.04
7084,0.85,"Ideal","G","VS1",61.6,54,4164,6.08,6.12,3.76
7085,0.9,"Good","E","SI1",63.1,61,4165,6.14,6.18,3.89
7086,0.9,"Very Good","E","SI1",61.3,57,4165,6.24,6.29,3.84
7087,0.9,"Very Good","E","SI1",59.8,58,4165,6.21,6.26,3.73
7088,0.9,"Very Good","E","SI1",61.8,59,4165,6.11,6.16,3.79
7089,0.93,"Good","D","SI2",61.4,63,4165,6.22,6.26,3.83
7090,0.9,"Good","E","SI1",58.3,61,4165,6.24,6.29,3.65
7091,0.91,"Premium","D","SI1",61.5,59,4165,6.25,6.18,3.82
7092,1.01,"Very Good","I","SI1",62.9,58,4166,6.34,6.37,4
7093,1.01,"Premium","I","SI1",61.8,59,4166,6.37,6.44,3.96
7094,1.01,"Premium","H","SI2",61.6,59,4166,6.39,6.44,3.95
7095,1.01,"Good","F","SI2",63.7,59,4166,6.28,6.38,4.03
7096,1.01,"Very Good","H","SI2",58.8,58,4166,6.57,6.62,3.88
7097,1,"Fair","H","VS2",66.8,63,4166,6.19,6.08,4.1
7098,1,"Good","H","VS2",57.8,59,4166,6.53,6.47,3.75
7099,0.71,"Ideal","F","VVS2",62.2,56,4167,5.7,5.74,3.56
13999,1.07,"Ideal","H","VS2",63.6,59,5698,6.46,6.42,4.09
14000,1.19,"Premium","H","SI1",60.8,59,5698,6.87,6.84,4.17
14001,1.19,"Premium","H","SI1",62.7,61,5698,6.73,6.66,4.2
14002,1.2,"Premium","I","VS2",62.6,58,5699,6.77,6.72,4.22
14003,1.2,"Premium","I","VS2",62.6,58,5699,6.77,6.72,4.22
14004,1.25,"Very Good","I","SI1",62.1,58,5699,6.86,6.9,4.27
14005,1.2,"Premium","I","VS2",61.8,55,5699,6.93,6.8,4.24
14006,1.2,"Premium","F","SI2",61.9,59,5699,6.86,6.74,4.21
14007,1.2,"Ideal","I","VS2",63.2,59,5699,6.73,6.68,4.24
14008,1.14,"Premium","H","VS2",61.3,59,5700,6.76,6.72,4.13
14009,1.01,"Good","F","VS2",65.2,57,5700,6.19,6.23,4.05
14010,1.01,"Good","D","SI1",58.4,62,5700,6.48,6.5,3.79
14011,1.01,"Premium","G","VS2",61.2,57,5701,6.46,6.41,3.94
14012,1.02,"Very Good","F","SI1",63.7,56,5701,6.34,6.41,4.06
14013,1.01,"Very Good","G","VS2",63.2,57,5701,6.35,6.3,4
14014,1.01,"Good","G","VS2",63.6,60,5701,6.35,6.3,4.02
14015,1.01,"Good","G","VS2",63.9,54,5701,6.37,6.31,4.05
14016,1.01,"Very Good","G","VS2",63.2,55,5701,6.39,6.34,4.02
14017,1.01,"Good","G","VS2",63.7,56,5701,6.4,6.32,4.05
14018,1.01,"Good","G","VS2",57.5,62,5701,6.58,6.53,3.77
14019,1.01,"Premium","G","VS2",61.1,60,5701,6.46,6.37,3.92
14020,1.01,"Premium","D","SI1",61.6,62,5701,6.44,6.38,3.95
14021,1,"Good","G","VS2",63.1,61,5702,6.33,6.38,4.01
14022,1,"Good","G","VS2",63.4,57,5702,6.27,6.31,3.99
14023,1,"Very Good","G","VS2",63,59,5702,6.36,6.4,4.02
14024,1,"Very Good","G","VS2",62.9,56,5702,6.27,6.42,3.99
14025,1.02,"Ideal","E","SI1",61.9,55,5702,6.46,6.49,4.01
14026,1.06,"Ideal","I","VS1",61.1,56,5702,6.59,6.61,4.03
14027,1.05,"Ideal","D","SI2",62.1,58,5702,6.49,6.52,4.04
14028,1.01,"Ideal","D","SI1",62,55,5702,6.39,6.45,3.98
14029,1.16,"Premium","H","SI1",62.8,57,5702,6.73,6.67,4.21
14030,1.22,"Ideal","H","SI2",61.1,57,5703,6.9,5.92,4.22
14031,1.22,"Ideal","H","SI2",61.7,56,5703,6.83,6.91,4.24
14032,1.01,"Very Good","D","SI2",63.1,54,5703,6.39,6.35,4.02
14033,1.02,"Premium","F","VS2",63,60,5704,6.41,6.35,4.02
14034,1.07,"Premium","D","SI1",61.9,58,5704,6.57,6.53,4.05
14035,1.07,"Ideal","E","SI2",61.5,56,5704,6.61,6.58,4.06
14036,1.05,"Ideal","H","SI1",60.8,56,5704,6.62,6.58,4.01
14037,1.25,"Ideal","H","SI2",61.2,57,5706,6.89,6.93,4.23
14038,1.09,"Premium","H","SI1",59.5,58,5706,6.73,6.71,4
14039,1.02,"Good","G","VS1",57.3,59,5706,6.71,6.65,3.83
14040,1.21,"Ideal","J","VS2",62.5,57,5707,6.79,6.74,4.23
14041,0.31,"Very Good","F","VS2",61.1,58.1,605,4.33,4.37,2.66
14042,0.26,"Ideal","G","VVS1",62.8,54,605,4.07,4.09,2.56
14043,0.26,"Ideal","G","VVS1",62.4,56,605,4.11,4.14,2.57
14044,0.38,"Ideal","J","VS1",62.2,55.7,605,4.63,4.65,2.89
14045,0.41,"Ideal","G","SI2",61.3,56,605,4.78,4.81,2.94
14046,0.26,"Ideal","G","IF",62.2,55,605,4.09,4.13,2.55
14047,0.26,"Ideal","G","IF",62.5,57,605,4.06,4.1,2.55
14048,0.36,"Premium","E","SI2",62.4,58,605,4.56,4.54,2.84
14049,0.32,"Ideal","I","VS1",62.1,57,605,4.42,4.37,2.73
14050,0.32,"Ideal","I","VS1",62.3,56,605,4.4,4.37,2.73
14051,0.32,"Premium","H","VS2",62.7,58,605,4.35,4.33,2.72
14052,0.31,"Premium","G","VS2",58.8,62,605,4.41,4.4,2.59
14053,0.31,"Premium","G","VS2",61.2,59,605,4.4,4.36,2.68
14054,0.31,"Premium","E","SI1",62.7,58,605,4.35,4.32,2.72
14055,0.3,"Premium","F","VS2",61.1,59,605,4.29,4.32,2.63
14056,0.3,"Very Good","G","VS1",62.3,59,605,4.27,4.3,2.67
14057,0.3,"Premium","F","VS2",61.4,60,605,4.29,4.34,2.65
14058,0.3,"Very Good","F","VS2",62.7,58,605,4.25,4.3,2.68
